Code_Substance;Code_SMS;Lib_Pref_Fran;Lib_Pref_Anglais;Date_Crea_Substance;Date_Modif_Substance
85645;NA;virus de la grippe fragmenté, inactivé, souche B/Austria/1359417/2021 - souche analogue (B/Michigan/01/2021, type sauvage) ;;04/08/2022;
85668;100000160902;elbasvir;;10/08/2016;
28169;NA;juglans regia ((Homéopathie));;08/07/1997;
28206;NA;bellis perennis ((Homéopathie));;08/07/1997;
85724;NA;polyosides de Streptococcus pneumoniae sérotype 11A;;15/11/2000;21/02/2023
85750;100000089165;rémifentanil;;19/07/2002;06/03/2013
28521;NA;trillium pendulum ((Homéopathie));;08/07/1997;13/02/2023
85758;100000076927;trimipramine;;16/09/2002;18/04/2013
85821;100000092487;lévosimendan;;20/11/2001;19/04/2006
28741;NA;spigelia anthelmia ((Homéopathie));;08/07/1997;
28951;NA;spongia tosta ((Homéopathie));;08/07/1997;15/02/2023
29039;NA;rheum ((Homéopathie));;08/07/1997;15/02/2023
85873;100000092971;plérixafor;;07/01/2010;08/01/2010
29225;NA;sabadilla ((Homéopathie));;08/07/1997;09/05/2023
85939;100000174576;sitagliptine (chlorhydrate de) monohydraté;;19/11/2018;12/09/2019
85948;100000090514;corticoréline (humaine);;02/11/2001;13/11/2008
85999;100000124465;hormone lutéinisante humaine ;;03/07/2001;04/10/2011
29418;NA;veratrum album ((Homéopathie));;08/07/1997;15/02/2023
29539;NA;fucus vesiculosus ((Homéopathie));;08/07/1997;
86008;NA;ibandronate monosodique monohydraté;;15/11/1999;15/12/2011
29699;NA;secale cornutum ((Homéopathie));;08/07/1997;15/02/2023
29717;NA;viola odorata ((Homéopathie));;08/07/1997;12/02/2023
29853;NA;thymus vulgaris ((Homéopathie));;08/07/1997;
86070;100000087650;ambroxol;;14/02/2002;11/06/2008
30116;NA;mezereum ((Homéopathie));;08/07/1997;15/02/2023
86086;NA;fumeterre (partie aérienne fleurie de);;05/09/2002;21/02/2023
86088;NA;iproniazide;;07/11/2002;
30561;NA;colocynthis ((Homéopathie));;08/07/1997;10/02/2023
86094;NA;tétrofosmine;;08/07/1997;25/03/2022
86126;NA;lénacapavir sodique;;05/07/2022;05/07/2022
86162;100000091459;montélukast sodique;;11/12/1998;24/02/2012
86251;NA;éthanol à 70 pour cent;;28/05/2003;02/04/2009
86327;NA;sel de TFA de HYNIC-[D-Phé1,Tyr3-octréotide];;23/01/2017;
86368;NA;romarin (extrait sec de);;09/07/2002;21/02/2023
86542;100000164226;alectinib;;30/03/2017;
86571;100000093275;tramadol (chlorhydrate de);;08/07/1997;29/09/2010
86579;100000136039;régorafénib;;02/08/2012;11/12/2012
86864;NA;virus de l'hépatite A souche CR-326F inactivé adsorbé ;;15/10/1999;19/02/2023
35072;NA;ambrosia artemisiaefolia ((Homéopathie));;02/04/2002;21/07/2004
86897;100000174626;diroximel (fumarate de);;29/09/2021;29/09/2021
87000;300000044481;cobimétinib (fumarate de);;22/12/2015;22/12/2015
87268;100000084607;tiludronate disodique hémihydraté;;08/07/1997;24/02/2011
87288;100000144021;bosutinib monohydraté;;21/01/2013;13/03/2013
87348;100000078867;paraphénylènediamine;;08/07/1997;28/12/2012
87359;100000076525;mercaptobenzothiazole;;08/07/1997;28/12/2012
87402;100000160903;grazoprévir;;10/08/2016;
87461;100000090715;vandétanib;;13/03/2012;29/11/2012
87471;100000085408;entacapone;;25/08/1999;21/10/2021
87477;100000116002;pazopanib (chlorhydrate de);;27/07/2010;22/11/2012
87487;100000089570;déférasirox;;10/10/2006;02/12/2008
87503;NA;ciltacabtagène autoleucel ;;23/05/2022;23/05/2022
87533;100000081087;quinapril;;26/09/2002;27/01/2012
87592;NA;thym (parties aériennes de), extrait sec des;;05/12/2017;05/12/2017
87658;100000089598;atazanavir (sulfate d');;14/04/2003;19/06/2008
87746;100000091113;topotécane (chlorhydrate de);;15/11/1999;22/03/2007
87748;NA;eptinezumab ;;11/01/2022;11/01/2022
87823;100000140051;turoctocog alfa ;;04/10/2013;04/10/2013
87834;100000126136;tofacitinib (citrate de);;02/05/2012;13/05/2013
87878;100000162510;osimertinib;;18/02/2016;
87921;100000088693;bromfénac;;22/06/2011;27/06/2011
88044;100000086905;azacitidine;;16/04/2008;
88072;NA;virus de la grippe fragmenté, inactivé, souche A/Victoria/2570/2019 (H1N1)pdm09 - souche analogue (A/Victoria/2570/2019, IVR-215) ;;24/09/2021;19/02/2023
40037;NA;raphanus sativus niger ((Homéopathie));;08/11/2012;08/11/2012
88125;100000091607;rifabutine;;08/07/1997;07/12/2010
88219;300000043660;rolapitant (chlorhydrate de) monohydraté;;22/05/2017;
88245;100000088501;tiotropium (bromure de) monohydraté;;23/01/2002;11/10/2010
88266;NA;enfortumab védotine ;;21/02/2022;21/02/2022
88366;100000092685;besilésomab ;;16/03/2010;20/04/2010
88597;100000080110;cinchonine;;23/08/2002;03/04/2013
88617;100000128871;vilantérol (trifénatate de);;10/09/2012;30/10/2012
88706;100000174559;larotrectinib;;26/09/2019;26/09/2019
42318;NA;salix vitellina folium ((Homéopathie));;22/09/2011;28/11/2019
88822;100000091573;acétate de leuproréline;;10/01/2005;27/01/2012
88917;NA;seigle (pollen brut séché de), extrait sec de;;19/10/2016;21/02/2023
89161;100000091375;valganciclovir (chlorhydrate de);;18/11/2002;18/04/2023
89185;NA;fléole des prés (Extrait allergénique de pollen de);;02/02/2004;07/03/2023
89235;NA;sodium (acétate de) anhydre;;19/07/2002;22/05/2012
89262;100000154364;évolocumab ;;08/12/2014;
89263;100000127872;N(2)-L-alanyL-L-glutamine;;25/05/1999;21/02/2023
89266;100000091679;sumatriptan;;09/11/1998;20/10/2010
89276;100000089380;fébuxostat;;04/06/2008;26/02/2013
89420;100000144876;ocrélizumab ;;15/01/2018;15/01/2018
89423;100000133011;gentiane (racine de), extrait sec de;;20/10/2021;20/10/2021
45700;NA;spiraea ulmaria ((Homéopathie));;25/08/2006;
89477;100000091433;sorafénib;;08/08/2006;07/03/2013
89551;100000082160;tiapride;;27/05/2002;26/12/2012
89643;NA;Virus de la grippe fragmenté, inactivé, souche A/Hong Kong/4801/2014 (H3N2) - souche analogue (A/Hong Kong/4801/2014, NYMC X-263B) ;;26/10/2016;26/10/2016
89752;NA;flupentixol;;12/05/2003;
89901;100000092141;ténofovir disoproxil (fumarate de);;31/05/2002;25/10/2010
89969;NA;rubidium [81 Rb] (chlorure de);;27/03/2003;20/02/2023
89971;100000078580;escitalopram;;27/08/2002;18/04/2013
89999;NA;guêpe vespila (venin de);;08/07/1997;21/02/2023
90361;100000140077;rotavirus réassortant humain-bovin de type P1A[8] (vivant) ;;26/07/2006;17/07/2012
90481;100000136489;dérisomaltose ferrique;;14/04/2016;20/04/2021
90495;100000156766;chondroïtine (sulfate de) ;;16/06/2014;17/06/2014
90563;100000091700;saproptérine (dichlorhydrate de);;19/01/2009;22/01/2009
90615;100000085477;pseudoéphédrine;;08/07/1997;26/10/2011
90645;100000177552;larotrectinib (sulfate de);;26/09/2019;26/09/2019
90670;100000093063;nébivolol (chlorhydrate de);;08/07/1997;26/08/2011
90673;100000089017;acide folinique;;02/11/2001;21/11/2022
90708;NA;actée à grappes (rhizome d'), extrait sec de;;18/12/2017;18/12/2017
50878;NA;salix viminalis, folium ((Homéopathie));;22/09/2011;10/02/2023
90720;100000086414;benzydamine;;06/06/2002;
50945;NA;strontium muriaticum ((Homéopathie));;08/01/2021;08/01/2021
90740;NA;protéine L1 recombinante adsorbée du virus humain Papillomavirus HPV type 11 ;;05/04/2006;19/02/2023
90828;NA;fléole des prés (pollen brut séché de), extrait sec de;;19/10/2016;21/02/2023
90967;100000089575;micafungine sodique;;02/06/2003;17/05/2006
91006;NA;sodium (monosulfure de) anhydre;;21/11/2002;21/02/2023
91140;100000164069;ténofovir alafénamide (fumarate de);;18/11/2015;
91298;100000089383;panitumumab ;;28/07/2006;25/09/2007
91322;300000007260;bulévirtide (acétate de);;03/03/2020;03/03/2020
52246;NA;pollens ((Homéopathie));;06/12/2019;06/12/2019
91389;100000126135;ivacaftor;;14/05/2012;
91424;100000089254;maraviroc;;21/03/2007;21/03/2007
91576;100000089547;palonosétron (chlorhydrate de);;02/06/2005;20/09/2010
91598;100000126992;éthylènediamine-N,N'-diacétique (acide);;20/01/2017;21/02/2023
91629;100000176639;délafloxacine méglumine;;17/12/2019;17/12/2019
91695;NA;sodium (lactate de) anhydre;;08/07/1997;
91757;100000083041;oxiconazole;;07/11/2002;05/03/2013
91811;100000081806;céfotiam;;08/07/1997;
91877;100000089303;capécitabine;;05/06/2000;24/07/2008
91928;100000080410;fomépizole;;14/05/2002;
91930;100000078802;zuclopenthixol;;07/04/2003;22/09/2010
91931;100000089539;tigécycline;;18/05/2006;18/05/2006
91936;100000175810;inotersen sodique;;18/09/2018;18/09/2018
55261;NA;badiaga ((Homéopathie));;08/07/1997;10/02/2023
92082;100000091746;varénicline (tartrate de);;02/11/2006;27/09/2010
55686;NA;silicea naturale (quartz) ((Homéopathie));;18/09/2019;
56283;NA;bismuthum ((Homéopathie));;16/07/2009;01/07/2010
92098;100000129686;nicotine (bitartrate de) dihydraté;;14/04/2003;04/07/2011
56520;NA;asclepias vincetoxicum ((Homéopathie));;04/03/2014;25/06/2014
92248;100000135680;pasiréotide (diaspartate de);;23/05/2012;11/06/2012
92297;100000088678;bromocriptine;;10/10/2002;26/01/2012
92311;100000156646;élosulfase alfa ;;06/03/2014;01/04/2014
92319;100000156702;sélexipag;;29/03/2016;
92342;100000138016;vésicules de membrane externe (OMV) de Neisseria meningitidis groupe B ;;24/01/2013;06/02/2013
92375;100000128159;avanafil;;25/06/2012;29/06/2012
92419;100000133620;pholcodine monohydratée;;09/05/2020;09/05/2020
92464;100000091257;atorvastatine calcique trihydratée;;25/05/1999;22/10/2021
92529;100000091340;époprosténol sodique;;23/10/1998;18/03/2009
58995;NA;yucca filamentosa ((Homéopathie));;08/07/1997;
92701;100000077913;hémine;;08/07/1997;
59390;NA;betula alba, folium ((Homéopathie));;15/02/2022;15/02/2022
92723;100000088544;iodixanol;;08/07/1997;08/12/2011
92734;100000090390;valaciclovir (chlorhydrate de);;08/07/1997;21/10/2021
92781;100000138043;insuline humaine recombinante isophane biphasique ;;16/11/1999;16/11/1999
92783;100000089287;enfuvirtide;;03/07/2003;13/03/2009
92790;100000126282;carfilzomib;;26/11/2015;26/11/2015
92808;100000162855;alectinib (chlorhydrate d');;30/03/2017;30/03/2017
92959;NA;pyrole ombellée (partie aérienne de) (extrait sec de);;16/09/2002;
93066;100000089213;topotécane;;03/02/2004;22/03/2007
93090;NA;eschscholtzia (partie aérienne fleurie d') (extrait sec de);;22/10/2002;
93094;100000181483;folique (acide) hydraté;;14/09/2020;24/11/2022
93119;NA;oligoside de Streptococcus pneumoniae sérotype 18C conjugué à la protéine vectrice CRM197;;10/05/2006;28/01/2022
93168;NA;granisétron;;30/05/2002;17/02/2023
93201;100000085633;ferreux (chlorure) tétrahydraté;;23/02/1999;08/04/2009
61311;NA;cetraria islandica ((Homéopathie));;08/07/1997;06/02/2023
62147;NA;polypodium vulgare, folium ((Homéopathie));;19/09/2011;20/09/2011
93203;100000136275;radium (223Ra);;27/11/2013;07/02/2014
93227;100000140976;létermovir;;12/01/2018;15/01/2018
93236;100000093008;dexkétoprofène trométamol;;24/08/1999;23/11/2006
93263;NA;protéine L1 recombinante adsorbée du virus humain Papillomavirus HPV type 52 ;;02/04/2015;19/02/2023
93286;100000089842;clavulanique (acide);;27/11/2001;21/10/2008
93297;NA;amidon hydroxyéthylé 130 000;;22/06/2001;02/05/2013
93351;100000091381;salmétérol (xinafoate de);;08/07/1997;01/12/2010
93359;100000166821;bismuth (nitrate de) pentahydraté;;15/02/1999;27/04/2023
93367;100000089569;exénatide;;18/12/2006;18/12/2006
93467;100000089694;stavudine;;15/11/1999;25/10/2010
93509;100000078087;chromate (51Cr) de sodium;;25/05/1999;
93564;100000092989;prucalopride succinate;;02/07/2008;02/07/2008
93622;100000157782;paritaprévir;;24/12/2014;
93657;100000089968;racécadotril;;08/07/1997;06/12/2010
93678;100000089181;raloxifène;;10/10/2002;21/02/2012
93709;NA;insuline humaine recombinante neutre ;;25/04/2013;21/02/2023
93722;100000091719;imiquimod;;15/11/1999;02/12/2011
93748;100000090079;amlodipine (bésilate d');;08/07/1997;13/06/2008
93796;100000092058;chondroïtine (sulfate sodique de) ;;07/04/2000;17/02/2023
93913;100000091685;ganirélix (acétate de);;23/04/1999;28/04/2009
93935;100000089817;étravirine;;26/09/2007;14/12/2011
93951;100000089363;fésotérodine;;05/10/2006;05/10/2006
93978;NA;dégarélix (acétate de);;10/03/2008;10/03/2008
93985;100000143314;bicisate (dichlorhydrate de);;08/07/1997;21/02/2023
93989;100000080472;épinastine;;01/08/2003;
94004;NA;facteur Willebrand de coagulation humain;;08/07/1997;21/02/2023
94011;100000124142;rilpivirine (chlorhydrate de);;13/12/2011;14/12/2011
94037;100000079991;nicotine;;08/07/1997;04/07/2011
94100;100000089382;fosamprénavir;;16/01/2003;28/09/2010
94174;100000078029;dihydralazine (mésilate de);;24/10/2000;23/03/2009
94194;100000128015;dichromate de potassium;;08/07/1997;07/01/2013
94208;100000134275;dibenzothiazole (disulfure de);;08/07/1997;17/12/2012
94263;100000156408;méthylthioninium (hydroxyde de);;08/07/1997;03/10/2011
94332;100000135406;1,4,7,10-tétraazacyclododécane-N, N', N'', N'''-tétraacétique (acide);;08/07/1997;21/02/2023
94369;100000129373;hexaminolévulinate;;09/05/2005;27/12/2012
94401;100000085013;bendamustine (chlorhydrate de);;26/10/2007;11/01/2023
94406;100000134797;siméprévir;;25/03/2014;25/03/2014
94445;100000166286;grazoprévir monohydraté;;10/08/2016;10/08/2016
94549;100000135179;elvitégravir;;11/05/2012;
94553;100000092327;évérolimus;;06/05/2004;18/03/2011
94576;100000124524;brentuximab védotine ;;13/04/2012;
94583;100000085466;mercaptamine;;16/09/2002;02/07/2012
94707;100000084931;sertaconazole (nitrate de);;23/04/1999;03/12/2010
94712;100000086057;adénosine triphosphate disodique;;04/02/2003;26/12/2022
71817;NA;viburnum opulus ((Homéopathie));;23/03/2021;23/03/2021
94781;NA;extrait fluide peptoné de foie et de coeur d'Anas barbariae dynamisé à la 200e K;;22/11/2016;22/11/2016
71996;NA;antimonium crudum ((Homéopathie));;22/03/2002;15/02/2023
94866;100000084508;acide gadobénique;;27/08/2002;
94880;100000089587;clofarabine;;08/06/2006;08/06/2006
94881;100000091621;magnésium;;19/02/2002;17/02/2023
94980;100000137968;mogamulizumab ;;17/01/2019;17/01/2019
95019;100000178132;odévixibat;;29/06/2021;29/06/2021
72983;NA;zincum isovalerianicum ((Homéopathie));;06/02/2013;15/02/2023
95055;100000172329;estétrol;;28/05/2021;28/05/2021
73112;NA;histaminum ((Homéopathie));;02/12/1999;22/07/2004
95065;100000156428;tildrakizumab ;;19/11/2018;19/11/2018
95165;100000163092;encorafénib;;10/12/2018;10/12/2018
95294;100000085493;palonosétron;;07/01/2004;20/09/2010
95296;100000085431;défériprone;;07/08/2000;02/12/2008
95311;100000087995;idursulfase ;;01/02/2007;06/02/2007
95375;NA;sodium (glycérophosphate de) pentahydraté;;24/06/2002;10/03/2023
95404;100000084509;gadotéridol;;08/07/1997;27/04/2009
95405;100000134826;ferrique (carboxymaltose);;01/07/2010;01/07/2010
95484;100000089441;ambrisentan;;04/06/2008;27/02/2013
75247;NA;natrum carbonicum ((Homéopathie));;08/07/1997;
95496;100000163085;roxadustat;;07/07/2021;07/07/2021
76058;NA;poumon histamine ((Homéopathie));;10/07/2019;10/07/2019
95609;100000091669;lévétiracétam;;25/08/1999;21/11/2011
95620;100000177389;riprétinib;;22/09/2021;22/09/2021
95704;100000154410;dabrafénib (mésilate de);;16/10/2012;17/10/2012
95736;100000183531;vutrisiran sodique;;21/09/2022;21/09/2022
95887;100000089721;antigène pertussique : anatoxine pertussique ;;25/05/1999;04/03/2014
95914;100000081889;ciclopirox;;08/07/1997;29/09/2008
95916;NA;virus de l'hépatite A souche GBM inactivé adsorbé ;;08/06/1999;08/06/1999
95926;100000086357;bensérazide;;03/12/2001;25/01/2012
95952;NA;dactyle aggloméré (Extrait allergénique de pollen de);;02/02/2004;07/03/2023
96013;100000091619;amiloride (chlorhydrate d') anhydre;;03/05/2002;16/12/2010
96027;100000093044;nébivolol;;20/06/2002;02/06/2017
96035;100000092355;azithromycine;;02/11/2001;24/10/2012
96285;100000165751;cabotégravir;;22/08/2019;22/08/2019
96347;NA;primevère (racine de) (extrait sec de);;25/05/1999;21/02/2023
96635;NA;samarinium [153 Sm] lexidronam pentasodium;;30/06/2000;06/07/2004
79977;NA;senecio aureus ((Homéopathie));;06/08/2021;06/08/2021
96648;100000078791;zofénopril;;18/04/2002;22/09/2010
80441;NA;ephedra vulgaris ((Homéopathie));;23/09/2019;15/02/2023
80443;NA;equisetum hiemale ((Homéopathie));;12/03/2007;
80839;NA;equisetum arvense, décocté ((Homéopathie));;18/08/2021;18/08/2021
81405;NA;manganum aceticum ((Homéopathie));;03/10/2011;12/02/2023
82102;NA;zincum oxydatum ((Homéopathie));;06/05/2004;17/05/2004
96655;100000091653;kétorolac trométamol;;08/07/1997;01/12/2011
96697;100000088200;pitavastatine;;22/11/2010;25/11/2010
96751;NA;samarium [153 Sm];;21/10/2002;
96771;NA;avalglucosidase alfa ;;08/09/2021;08/09/2021
96774;100000091259;zinc (acétate de) dihydraté;;23/07/1999;20/09/2010
96835;100000089957;aripiprazole;;23/12/2002;19/06/2008
96973;100000128480;ésoméprazole magnésique dihydraté;;26/10/2010;19/03/2014
96983;NA;virus de la varicelle souche Oka (vivant, atténué) ;;08/07/1997;27/03/2023
96996;100000163077;giltéritinib;;05/11/2019;05/11/2019
97144;100000089557;abatacept ;;08/06/2007;28/09/2007
97156;NA;opium (extrait sec d');;19/07/2002;26/07/2004
97217;100000090504;idarubicine (chlorhydrate d');;08/07/1997;01/12/2011
97242;100000169072;bictégravir;;13/07/2018;13/07/2018
84852;NA;calcarea hypophosphorosa ((Homéopathie));;15/09/2011;20/09/2011
97270;300000013944;lumasiran sodique;;02/02/2021;02/02/2021
97272;NA;médronate disodique;;08/07/1997;19/11/2012
97324;100000158287;isavuconazonium (sulfate d');;31/08/2015;
97330;100000085410;cladribine;;08/07/1997;21/10/2008
97362;100000092005;cinacalcet (chlorhydrate de);;18/11/2004;01/10/2008
85959;NA;mandragora officinarum, décocté ((Homéopathie));;15/02/2022;15/02/2022
97363;NA;bactérie B C G lyophilisé;;08/07/1997;
97368;100000115624;fingolimod (chlorhydrate de);;14/04/2011;18/04/2011
97382;100000079809;corticoréline (humaine) synthétique (trifluoroacétate de);;21/08/2000;14/11/2008
97435;100000141570;cabozantinib;;30/12/2013;20/01/2014
97454;100000076078;cuivre (sulfate de) anhydre;;07/04/1999;19/11/2008
97462;NA;polyoside de Streptococcus pneumoniae sérotype 5 conjugué à la protéine vectrice CRM197;;31/08/2010;08/09/2010
97603;100000090582;sertraline (chlorhydrate de);;08/07/1997;18/11/2010
97615;100000177630;amivantamab ;;12/11/2021;12/11/2021
97658;100000092277;bisoprolol;;15/10/2012;17/10/2012
97684;NA;séné (extrait sec de);;05/09/2002;
97753;NA;virus rubéoleux (souche Wistar RA 27/3) atténué ;;04/02/2003;19/02/2023
97773;100000089314;trastuzumab ;;23/04/1999;23/04/1999
87828;NA;aceticum acidum ((Homéopathie));;04/10/2013;12/02/2023
97838;100000124213;clindamycine (chlorhydrate de) hydraté;;15/01/2004;22/10/2008
97899;100000091323;soufre (hexafluorure de);;03/12/1999;12/11/2010
97952;100000115694;cabazitaxel;;23/05/2011;26/05/2011
97972;100000082277;lévoménol;;25/05/1999;10/11/2011
97992;100000092254;Iobenguane (123I);;02/04/2015;
98037;NA;Streptococcus pneumoniae sérotype 2 (polyosides de);;15/11/2000;27/03/2023
98145;100000092046;tréprostinil;;08/12/2008;11/02/2009
98159;100000089310;tadalafil;;20/11/2001;21/10/2010
98189;NA;Streptococcus pneumoniae sérotype 9V (polyosides de);;07/04/2000;27/03/2023
90604;NA;euphorbia resinifera ((Homéopathie));;08/07/1997;23/07/2019
98195;100000171029;érythromycine dihydratée;;08/07/1997;27/03/2009
98196;100000077212;tioguanine;;26/07/1999;11/10/2010
98279;100000181509;zanubrutinib;;21/09/2021;21/09/2021
98322;100000087996;tacrolimus monohydraté;;08/07/1997;21/10/2010
91291;NA;drosera ((Homéopathie));;25/10/2012;25/04/2013
91347;NA;gnaphalium polycephalum ((Homéopathie));;26/01/2010;01/07/2010
98428;100000077405;antimoine;;27/06/2002;
91754;NA;berberis aquifolium ((Homéopathie));;07/10/2011;12/02/2023
98502;100000163078;palbociclib;;22/11/2016;
98525;100000091450;bortézomib;;10/05/2004;06/12/2018
98546;100000162458;cabozantinib ;;30/12/2013;20/01/2014
98588;100000091548;zolédronique (acide) monohydraté;;20/11/2001;22/09/2010
